Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-05-06 00:00:00-04:00,48.293874908022914,48.41984311232158,48.23573488380232,48.40046310424805,8654000,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,48.48766842855974,48.5845647668458,48.38108023863006,48.46828842163086,7874700,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,48.216353535421156,48.42952992194558,48.17759721671002,48.41984176635742,6547600,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,48.40046137116409,48.77836227416992,48.40046137116409,48.77836227416992,7109200,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,48.93339728783815,48.952777294683465,48.73960091574335,48.7977409362793,8819900,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,48.83650347302025,48.923711660150445,48.720223425940965,48.78805160522461,6602000,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,48.95278088757423,49.127197265625,48.91402087103881,49.127197265625,9694300,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,49.37912767539977,49.62137222290039,49.233783164714474,49.62137222290039,8035100,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,49.543854587308665,49.56323459416223,49.33067820827778,49.34036636352539,7410800,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,49.350061242777855,49.5341657746441,49.26285305476572,49.51478576660156,7276900,0.0,0.0,0.0
2024-05-20 00:00:00-04:00,49.553544436226886,49.689200792480044,49.51478442119499,49.53416442871094,5731000,0.0,0.0,0.0
2024-05-21 00:00:00-04:00,49.37912213013214,49.505090315666614,49.350053970531114,49.456642150878906,6900100,0.0,0.0,0.0
2024-05-22 00:00:00-04:00,49.156263520805176,49.18533168389853,48.86557080079616,48.991539001464844,7250000,0.0,0.0,0.0
2024-05-23 00:00:00-04:00,49.37912407531884,49.41788408721909,48.60394231910468,48.720218658447266,12745600,0.0,0.0,0.0
2024-05-24 00:00:00-04:00,48.90433142725907,49.204712306601934,48.90433142725907,49.11750411987305,7106300,0.0,0.0,0.0
2024-05-28 00:00:00-04:00,49.38882183270116,49.40820184096887,48.98184905179648,49.127197265625,7894200,0.0,0.0,0.0
2024-05-29 00:00:00-04:00,48.448908015196935,48.545804352683994,48.26480349542819,48.284183502197266,7938700,0.0,0.0,0.0
2024-05-30 00:00:00-04:00,48.60394231910468,48.82680684299387,48.55549415240846,48.720218658447266,9017300,0.0,0.0,0.0
2024-05-31 00:00:00-04:00,48.9915433648614,49.16595975167277,48.7396069410855,49.14657974243164,10547800,0.0,0.0,0.0
2024-06-03 00:00:00-04:00,49.35006107805398,49.43726926577502,49.05936835110336,49.27254104614258,9064800,0.0,0.0,0.0
2024-06-04 00:00:00-04:00,49.11750541331183,49.20471360233722,48.904332715084266,49.127197265625,8275300,0.0,0.0,0.0
2024-06-05 00:00:00-04:00,49.35974710552792,49.476027148381164,49.078746242861946,49.46633529663086,7634500,0.0,0.0,0.0
2024-06-06 00:00:00-04:00,49.46633983463223,49.62137620963439,49.41789166051132,49.592308044433594,5781400,0.0,0.0,0.0
2024-06-07 00:00:00-04:00,49.18533038470847,49.30161042672742,48.972157700390504,48.98184585571289,6722400,0.0,0.0,0.0
2024-06-10 00:00:00-04:00,48.758982269798125,49.10781500993532,48.65239407738304,49.04967498779297,6425200,0.0,0.0,0.0
2024-06-11 00:00:00-04:00,48.52642827326609,48.60394460435306,48.255111873565816,48.49735641479492,13418500,0.0,0.0,0.0
2024-06-12 00:00:00-04:00,49.34036883571167,49.45664888265925,49.00122793967757,49.088436126708984,8405000,0.0,0.0,0.0
2024-06-13 00:00:00-04:00,48.72022399656485,48.729915848780905,48.20666671987132,48.40046310424805,5741300,0.0,0.0,0.0
2024-06-14 00:00:00-04:00,47.85783212647816,47.98380032593162,47.654347594070714,47.964420318603516,8666400,0.0,0.0,0.0
2024-06-17 00:00:00-04:00,47.8481431944952,48.158215913996024,47.683414983058796,48.13883590698242,8490400,0.0,0.0,0.0
2024-06-18 00:00:00-04:00,48.13883759160842,48.361702135526414,48.13883759160842,48.33263397216797,11838700,0.0,0.0,0.0
2024-06-20 00:00:00-04:00,48.255113941400744,48.41984215860184,48.167905754966874,48.33263397216797,8700500,0.0,0.0,0.0
2024-06-21 00:00:00-04:00,48.00108572743066,48.079325163003936,47.87394244742963,48.0108642578125,7805500,0.461,0.0,0.0
2024-06-24 00:00:00-04:00,48.38251162978485,48.656355249380056,48.38251162978485,48.43141174316406,7928200,0.0,0.0,0.0
2024-06-25 00:00:00-04:00,48.431409398708205,48.55855267201105,48.32382691597805,48.49987030029297,10089800,0.0,0.0,0.0
2024-06-26 00:00:00-04:00,48.09888459008381,48.255367187630604,48.02064142589071,48.1771240234375,8628400,0.0,0.0,0.0
2024-06-27 00:00:00-04:00,48.284704738926436,48.43140880099142,48.1869045181093,48.29448699951172,8564500,0.0,0.0,0.0
2024-06-28 00:00:00-04:00,48.323828189846246,48.49987157880185,48.1282240098023,48.3336067199707,9419000,0.0,0.0,0.0
2024-07-01 00:00:00-04:00,48.53899512067081,48.71503851673391,48.25536923469808,48.37273025512695,10764400,0.0,0.0,0.0
2024-07-02 00:00:00-04:00,48.24558651225144,48.509647852562956,48.1771218812071,48.480308532714844,10081100,0.0,0.0,0.0
2024-07-03 00:00:00-04:00,48.715038002145334,49.116024904311224,48.715038002145334,49.057342529296875,7160900,0.0,0.0,0.0
2024-07-05 00:00:00-04:00,49.50722973374529,49.50722973374529,49.07690350785331,49.37030792236328,7272900,0.0,0.0,0.0
2024-07-08 00:00:00-04:00,49.40943413818826,49.448555725347944,49.125808227540425,49.155147552490234,8229600,0.0,0.0,0.0
2024-07-09 00:00:00-04:00,49.13558422519549,49.13558422519549,48.861736880831856,48.9888801574707,17483700,0.0,0.0,0.0
2024-07-10 00:00:00-04:00,49.40942735084707,49.70283175256011,49.35074497816871,49.673492431640625,8188600,0.0,0.0,0.0
2024-07-11 00:00:00-04:00,49.99624203753241,50.1233853278773,49.82998089163818,49.869102478027344,7567600,0.0,0.0,0.0
2024-07-12 00:00:00-04:00,50.22117771429023,50.543925155301174,50.191838394503506,50.367881774902344,6815000,0.0,0.0,0.0
2024-07-15 00:00:00-04:00,50.270083697530794,50.270083697530794,49.92777545179334,49.98645782470703,6455700,0.0,0.0,0.0
2024-07-16 00:00:00-04:00,49.8886568835147,50.28964379554919,49.82997823789576,50.27986526489258,6099100,0.0,0.0,0.0
2024-07-17 00:00:00-04:00,50.01579950038821,50.20162515794351,49.91799927176721,49.996238708496094,7751700,0.0,0.0,0.0
2024-07-18 00:00:00-04:00,50.094041400718375,50.12338072239456,49.39964636405305,49.50722885131836,6991400,0.0,0.0,0.0
