Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-05-06 00:00:00-04:00,78.63265928405325,78.76708991524448,77.82607549690577,78.13334655761719,3044800,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,78.74789245492084,79.1223788491841,78.52703793541978,78.87271881103516,3667300,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,78.4406180931263,78.4406180931263,77.95090231886827,78.21015930175781,4129800,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,78.83431196505562,79.88095891264591,78.83431196505562,79.8137435913086,5452200,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,79.9385687618401,80.02498531973539,79.3528321163704,79.59288787841797,5649800,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,79.89055243741898,80.32265719253247,79.47765624524577,79.8521499633789,2848700,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,80.38987046551053,80.8219678837093,80.04418960058348,80.46669006347656,3099700,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,81.64775883364311,82.02224520984468,81.38850185239583,81.5805435180664,3544900,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,81.65735695157358,81.88780839816881,81.39809266397447,81.5229263305664,2577000,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,81.6189460273134,81.71496685157344,81.21565416986965,81.51332092285156,2791700,0.0,0.0,0.0
2024-05-20 00:00:00-04:00,81.35009373200936,81.59014948200894,80.93719754897324,81.03321838378906,2842800,0.0,0.0,0.0
2024-05-21 00:00:00-04:00,80.84117364445856,81.13884041886062,80.66833321798514,81.00440979003906,2655100,0.0,0.0,0.0
2024-05-22 00:00:00-04:00,80.72594126324475,81.05242086824016,80.03457958294342,80.2746353149414,3888000,0.0,0.0,0.0
2024-05-23 00:00:00-04:00,80.27463870814691,80.27463870814691,78.49822768145692,78.5462417602539,4061100,0.0,0.0,0.0
2024-05-24 00:00:00-04:00,78.92073431041354,79.04556066877016,78.49823382686736,78.6038589477539,2317000,0.0,0.0,0.0
2024-05-28 00:00:00-04:00,78.97835018564516,79.29522556771131,77.99892584443809,78.08534240722656,3046600,0.0,0.0,0.0
2024-05-29 00:00:00-04:00,77.29796144621415,77.44199637993167,76.98108605721978,77.32676696777344,3203100,0.0,0.0,0.0
2024-05-30 00:00:00-04:00,77.71085081040427,78.4982334090546,77.71085081040427,78.45982360839844,2748800,0.0,0.0,0.0
2024-05-31 00:00:00-04:00,78.93993416196446,79.98658107075906,78.59425328620847,79.92896270751953,4176900,0.0,0.0,0.0
2024-06-03 00:00:00-04:00,80.36106311395832,80.36106311395832,79.3336248238485,79.74652099609375,3301600,0.0,0.0,0.0
2024-06-04 00:00:00-04:00,79.51606776007566,80.69714532508642,79.51606776007566,80.36106872558594,2720700,0.0,0.0,0.0
2024-06-05 00:00:00-04:00,80.40906480958655,80.52429419665843,79.78491844997289,80.26502990722656,2373300,0.0,0.0,0.0
