Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-05-06 00:00:00-04:00,465.97431919306683,468.5300596893214,465.57961570080926,468.4412536621094,4782500,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,469.4082938513433,470.3358636031064,468.4313673427741,469.11224365234375,3451300,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,467.32620610284516,469.5661718155025,467.2374000734214,469.13201904296875,3214900,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,469.29972828606446,471.82586669921875,468.6583313656991,471.82586669921875,3486000,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,473.345497635461,474.0362512988722,471.27326675917226,472.4080505371094,3347200,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,473.99677196066574,474.06585334980207,471.4114295804848,472.4376525878906,3108400,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,472.6449217374212,475.10197884306046,472.1515348414168,474.67767333984375,3257700,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,476.94726211470953,480.78582679012567,476.35519179052346,480.4601745605469,4399500,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,480.60818295745565,482.10809845541974,479.40431767753853,479.54248046875,3347400,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,479.6608898812395,480.2924395903867,478.28928990972855,480.2529602050781,3274000,0.0,0.0,0.0
2024-05-20 00:00:00-04:00,480.34173679079373,482.1475195481589,480.01611469531485,480.7265930175781,2599600,0.0,0.0,0.0
2024-05-21 00:00:00-04:00,480.09506611210253,482.1179404003554,479.9174540516012,482.019287109375,2453600,0.0,0.0,0.0
2024-05-22 00:00:00-04:00,481.3383977032713,481.9699172725677,478.526086365852,480.6180419921875,3250600,0.0,0.0,0.0
2024-05-23 00:00:00-04:00,483.4303566546558,483.50928530863087,475.91114510626426,477.0459289550781,3811300,0.0,0.0,0.0
2024-05-24 00:00:00-04:00,478.76290198503875,480.9535410115421,477.92413823763076,480.29241943359375,2551400,0.0,0.0,0.0
2024-05-28 00:00:00-04:00,480.9535415517298,481.2002350004242,478.12150557895,480.67724609375,4034700,0.0,0.0,0.0
2024-05-29 00:00:00-04:00,476.79924614493325,478.2695295053582,476.5722773245268,477.2926330566406,5605000,0.0,0.0,0.0
2024-05-30 00:00:00-04:00,475.7434051698405,476.3650775154357,472.86204238301434,474.08563232421875,3393600,0.0,0.0,0.0
2024-05-31 00:00:00-04:00,474.87502679546253,478.4964999901284,470.17800385715424,478.2103271484375,5334000,0.0,0.0,0.0
2024-06-03 00:00:00-04:00,479.8680601511562,479.9766209223582,474.0461010784059,478.7332763671875,4211300,0.0,0.0,0.0
2024-06-04 00:00:00-04:00,477.5985443741955,479.9766729712201,476.17758761818124,479.3155212402344,2560300,0.0,0.0,0.0
2024-06-05 00:00:00-04:00,481.41732469525675,485.04864501953125,479.6312665422977,485.04864501953125,3026100,0.0,0.0,0.0
2024-06-06 00:00:00-04:00,485.3348280136751,485.6703274960353,483.1639436959417,484.94012451171875,21344000,0.0,0.0,0.0
2024-06-07 00:00:00-04:00,484.06186978535686,487.00246651539226,483.0652487366977,484.3085632324219,3063600,0.0,0.0,0.0
2024-06-10 00:00:00-04:00,483.68691421399234,486.17357328428614,483.0849665523986,485.89727783203125,3465200,0.0,0.0,0.0
2024-06-11 00:00:00-04:00,484.4960580419077,487.13075733595804,482.6409184811452,487.0024719238281,4028400,0.0,0.0,0.0
2024-06-12 00:00:00-04:00,491.3442481754123,493.534887114178,490.14038299079436,491.05810546875,3698800,0.0,0.0,0.0
